Join_Code,Detections,Original_File,Species,kod kytky + datum,barvivo [μl],na sklíčko [μ],pozn,množství pylu,Cleaned_Code,Collection_Date
gen_alg_8_8_3,23203,20260226_272_Gen_Alg_8_8_3_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_8/8_3,40.0,2026-05-05 00:00:00,,,Gen_Alg_8/8_3,2025-08-08
gen_alg_10_8_2,5231,20260226_279_Gen_Alg_10_8_2_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_10/8_2,40.0,2026-05-05 00:00:00,,,Gen_Alg_10/8_2,2025-08-10
gen_alg_10_8_8,21854,20260226_283_Gen_Alg_10_8_8_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_10/8_8,40.0,2026-05-05 00:00:00,,,Gen_Alg_10/8_8,2025-08-10
gen_alg_10_8_9,35421,20260226_284_Gen_Alg_10_8_9_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_10/8_9,40.0,2026-05-05 00:00:00,,,Gen_Alg_10/8_9,2025-08-10
gen_alg_10_8_7,28892,20260226_282_Gen_Alg_10_8_7_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_10/8_7,40.0,2026-05-05 00:00:00,,,Gen_Alg_10/8_7,2025-08-10
gen_alg_10_8_3,32861,20260226_280_Gen_Alg_10_8_3_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_10/8_3,40.0,2026-05-05 00:00:00,,,Gen_Alg_10/8_3,2025-08-10
gen_alg_10_8_1,16180,20260226_278_Gen_Alg_10_8_1_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_10/8_1,40.0,2026-05-05 00:00:00,,,Gen_Alg_10/8_1,2025-08-10
gen_alg_10_8_5,17293,20260226_281_Gen_Alg_10_8_5_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_10/8_5,40.0,2026-05-05 00:00:00,,,Gen_Alg_10/8_5,2025-08-10
gen_alg_12_8_6,28086,20260226_290_Gen_Alg_12_8_6_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_12/8_6,40.0,,,,Gen_Alg_12/8_6,2025-08-12
gen_alg_12_8_9,14160,20260226_292_Gen_Alg_12_8_9_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_12/8_9,40.0,,,,Gen_Alg_12/8_9,2025-08-12
gen_alg_12_8_1,22710,20260226_285_Gen_Alg_12_8_1_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_12/8_1,40.0,,,,Gen_Alg_12/8_1,2025-08-12
gen_alg_12_8_3,14352,20260226_287_Gen_Alg_12_8_3_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_12/8_3,40.0,,,,Gen_Alg_12/8_3,2025-08-12
gen_alg_12_8_4,44,20260226_288_Gen_Alg_12_8_4_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_12/8_4,40.0,,,,Gen_Alg_12/8_4,2025-08-12
gen_alg_12_8_7,19218,20260226_291_Gen_Alg_12_8_7_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_12/8_7,40.0,,,,Gen_Alg_12/8_7,2025-08-12
gen_alg_12_8_2,36027,20260226_286_Gen_Alg_12_8_2_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_12/8_2,40.0,,,,Gen_Alg_12/8_2,2025-08-12
gen_alg_12_8_5,18326,20260226_289_Gen_Alg_12_8_5_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_12/8_5,40.0,,,,Gen_Alg_12/8_5,2025-08-12
gen_alg_14_8_2,15778,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_14/8_2,40.0,,,,Gen_Alg_14/8_2,2025-08-14
gen_alg_14_8_6,41667,20260226_298_Gen_Alg_14_8_6_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_14/8_6,40.0,,,,Gen_Alg_14/8_6,2025-08-14
gen_alg_14_8_1,18650,20260226_293_Gen_Alg_14_8_1_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_14/8_1,40.0,,,,Gen_Alg_14/8_1,2025-08-14
gen_alg_14_8_3,14093,20260226_295_Gen_Alg_14_8_3_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_14/8_3,40.0,,,,Gen_Alg_14/8_3,2025-08-14
gen_alg_14_8_4,23537,20260226_296_Gen_Alg_14_8_4_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_14/8_4,40.0,,,,Gen_Alg_14/8_4,2025-08-14
gen_alg_14_8_8,29915,20260227_386_Gen_Alg_14_8_8_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_14/8_8,40.0,,,,Gen_Alg_14/8_8,2025-08-14
gen_alg_14_8_7,14858,20260226_299_Gen_Alg_14_8_7_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_14/8_7,40.0,,,,Gen_Alg_14/8_7,2025-08-14
gen_alg_14_8_9,30518,20260227_387_Gen_Alg_14_8_9_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_14/8_9,40.0,,na,,Gen_Alg_14/8_9,2025-08-14
gen_alg_16_8_1,25105,20260227_384_Gen_Alg_16_8_1_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_16/8_1,40.0,,,,Gen_Alg_16/8_1,2025-08-16
gen_alg_16_8_8,15881,20260227_379_Gen_Alg_16_8_8_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_16/8_8,40.0,,,,Gen_Alg_16/8_8,2025-08-16
gen_alg_16_8_3,16922,20260227_382_Gen_Alg_16_8_3_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_16/8_3,40.0,,,,Gen_Alg_16/8_3,2025-08-16
gen_alg_16_8_2,26223,20260227_385_Gen_Alg_16_8_2_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_16/8_2,40.0,,,,Gen_Alg_16/8_2,2025-08-16
gen_alg_16_8_5,18162,20260227_380_Gen_Alg_16_8_5_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_16/8_5,40.0,,,,Gen_Alg_16/8_5,2025-08-16
gen_alg_16_8_7,23746,20260227_378_Gen_Alg_16_8_7_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_16/8_7,40.0,,,,Gen_Alg_16/8_7,2025-08-16
gen_alg_16_8_4,34299,20260227_383_Gen_Alg_16_8_4_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_16/8_4,40.0,,,,Gen_Alg_16/8_4,2025-08-16
gen_alg_16_8_6,35553,20260227_381_Gen_Alg_16_8_6_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_16/8_6,40.0,,,,Gen_Alg_16/8_6,2025-08-16
gen_alg_18_8_1,18606,20260227_306_Gen_Alg_18_8_1_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_18/8_1,40.0,,,,Gen_Alg_18/8_1,2025-08-18
gen_alg_18_8_3,19336,20260227_308_Gen_Alg_18_8_3_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_18/8_3,40.0,,,,Gen_Alg_18/8_3,2025-08-18
gen_alg_18_8_4,29552,20260227_309_Gen_Alg_18_8_4_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_18/8_4,40.0,,,,Gen_Alg_18/8_4,2025-08-18
gen_alg_18_8_9,39293,20260227_314_Gen_Alg_18_8_9_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_18/8_9,40.0,,,,Gen_Alg_18/8_9,2025-08-18
gen_alg_18_8_8,24002,20260227_313_Gen_Alg_18_8_8_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_18/8_8,40.0,,,,Gen_Alg_18/8_8,2025-08-18
gen_alg_18_8_5,37990,20260227_310_Gen_Alg_18_8_5_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_18/8_5,40.0,,,,Gen_Alg_18/8_5,2025-08-18
gen_alg_18_8_7,44138,20260227_312_Gen_Alg_18_8_7_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_18/8_7,40.0,,,,Gen_Alg_18/8_7,2025-08-18
gen_alg_18_8_6,19011,20260227_311_Gen_Alg_18_8_6_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_18/8_6,40.0,,,,Gen_Alg_18/8_6,2025-08-18
gen_alg_18_8_2,22944,20260227_307_Gen_Alg_18_8_2_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_18/8_2,40.0,,,,Gen_Alg_18/8_2,2025-08-18
gen_alg_20_8_9,46221,20260227_322_Gen_Alg_20_8_9_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_20/8_9,40.0,,,,Gen_Alg_20/8_9,2025-08-20
gen_alg_20_8_3,7,20260227_317_Gen_Alg_20_8_3_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_20/8_3,40.0,,,,Gen_Alg_20/8_3,2025-08-20
gen_alg_20_8_2,42286,20260227_316_Gen_Alg_20_8_2_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_20/8_2,40.0,,,,Gen_Alg_20/8_2,2025-08-20
gen_alg_20_8_7,31508,20260227_321_Gen_Alg_20_8_7_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_20/8_7,40.0,,,,Gen_Alg_20/8_7,2025-08-20
gen_alg_20_8_6,16092,20260227_320_Gen_Alg_20_8_6_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_20/8_6,40.0,,,,Gen_Alg_20/8_6,2025-08-20
gen_alg_20_8_4,22733,20260227_318_Gen_Alg_20_8_4_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_20/8_4,40.0,,,,Gen_Alg_20/8_4,2025-08-20
gen_alg_20_8_1,25549,20260227_315_Gen_Alg_20_8_1_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_20/8_1,40.0,,,,Gen_Alg_20/8_1,2025-08-20
gen_alg_20_8_5,42172,20260227_319_Gen_Alg_20_8_5_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_20/8_5,40.0,,,,Gen_Alg_20/8_5,2025-08-20
gen_alg_22_8_7,12213,20260227_328_Gen_Alg_22_8_7_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_22/8_7,40.0,,,,Gen_Alg_22/8_7,2025-08-22
gen_alg_22_8_1,7494,20260227_323_Gen_Alg_22_8_1_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_22/8_1,40.0,,,,Gen_Alg_22/8_1,2025-08-22
gen_alg_22_8_6,30812,20260227_326_Gen_Alg_22_8_6_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_22/8_6,40.0,,,,Gen_Alg_22/8_6,2025-08-22
gen_alg_22_8_9,25849,20260227_330_Gen_Alg_22_8_9_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_22/8_9,40.0,,,,Gen_Alg_22/8_9,2025-08-22
gen_alg_22_8_8,45262,20260227_329_Gen_Alg_22_8_8_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_22/8_8,40.0,,,,Gen_Alg_22/8_8,2025-08-22
gen_alg_22_8_5,19564,20260227_327_Gen_Alg_22_8_5_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_22/8_5,40.0,,,,Gen_Alg_22/8_5,2025-08-22
gen_alg_22_8_2,20526,20260227_324_Gen_Alg_22_8_2_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_22/8_2,40.0,,,,Gen_Alg_22/8_2,2025-08-22
gen_alg_22_8_3,12467,20260227_325_Gen_Alg_22_8_3_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_22/8_3,40.0,,,,Gen_Alg_22/8_3,2025-08-22
gen_alg_24_8_6,15130,20260227_336_Gen_Alg_24_8_6_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_24/8_6,40.0,,,,Gen_Alg_24/8_6,2025-08-24
gen_alg_24_8_4,11847,20260227_334_Gen_Alg_24_8_4_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_24/8_4,40.0,,,,Gen_Alg_24/8_4,2025-08-24
gen_alg_24_8_2,13278,20260227_332_Gen_Alg_24_8_2_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_24/8_2,40.0,,,,Gen_Alg_24/8_2,2025-08-24
gen_alg_24_8_7,11630,20260227_337_Gen_Alg_24_8_7_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_24/8_7,40.0,,,,Gen_Alg_24/8_7,2025-08-24
gen_alg_24_8_3,25110,20260227_333_Gen_Alg_24_8_3_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_24/8_3,40.0,,,,Gen_Alg_24/8_3,2025-08-24
gen_alg_24_8_5,17418,20260227_335_Gen_Alg_24_8_5_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_24/8_5,40.0,,,,Gen_Alg_24/8_5,2025-08-24
gen_alg_24_8_1,19297,20260227_331_Gen_Alg_24_8_1_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_24/8_1,40.0,,,,Gen_Alg_24/8_1,2025-08-24
gen_alg_26_8_5,17296,20260227_342_Gen_Alg_26_8_5_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_26/8_5,40.0,,,,Gen_Alg_26/8_5,2025-08-26
gen_alg_26_8_4,15946,20260227_341_Gen_Alg_26_8_4_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_26/8_4,40.0,,,,Gen_Alg_26/8_4,2025-08-26
gen_alg_26_8_7,26799,20260227_344_Gen_Alg_26_8_7_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_26/8_7,40.0,,,,Gen_Alg_26/8_7,2025-08-26
gen_alg_26_8_2,10752,20260227_339_Gen_Alg_26_8_2_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_26/8_2,40.0,,,,Gen_Alg_26/8_2,2025-08-26
gen_alg_26_8_6,13218,20260227_343_Gen_Alg_26_8_6_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_26/8_6,40.0,,,,Gen_Alg_26/8_6,2025-08-26
gen_alg_26_8_1,39064,20260227_338_Gen_Alg_26_8_1_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_26/8_1,40.0,,,,Gen_Alg_26/8_1,2025-08-26
gen_alg_26_8_3,20615,20260227_340_Gen_Alg_26_8_3_Colorado2025-greenBox_details.csv,Gen_alg,Gen_Alg_26/8_3,40.0,,,,Gen_Alg_26/8_3,2025-08-26
Sed_lan_unmapped_9,2104,20251031_010_pol_pro_Sed_lan_2025_9_Colorado2025_details.csv,Sed_lan,,,,,,,
Sed_lan_unmapped_29,408,20251031_030_pol_pro_Sed_lan_2025_29_Colorado2025_details.csv,Sed_lan,,,,,,,
Sed_lan_unmapped_17,564,20251031_018_pol_pro_Sed_lan_2025_17_Colorado2025_details.csv,Sed_lan,,,,,,,
Sed_lan_unmapped_19,114,20251031_020_pol_pro_Sed_lan_2025_19_Colorado2025_details.csv,Sed_lan,,,,,,,
Sed_lan_unmapped_18,489,20251031_019_pol_pro_Sed_lan_2025_18_Colorado2025_details.csv,Sed_lan,,,,,,,
Sed_lan_unmapped_11,2452,20251031_012_pol_pro_Sed_lan_2025_11_Colorado2025_details.csv,Sed_lan,,,,,,,
Sed_lan_unmapped_4,4508,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025_details.csv,Sed_lan,,,,,,,
Sed_lan_unmapped_5,103,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025_details.csv,Sed_lan,,,,,,,
Sed_lan_unmapped_10,1460,20251031_011_pol_pro_Sed_lan_2025_10_Colorado2025_details.csv,Sed_lan,,,,,,,
Sed_lan_unmapped_28,1303,20251031_029_pol_pro_Sed_lan_2025_28_Colorado2025_details.csv,Sed_lan,,,,,,,
Sed_lan_unmapped_1,64,20251031_002_pol_pro_Sed_lan_2025_1_Colorado2025_details.csv,Sed_lan,,,,,,,
Sed_lan_unmapped_12,417,20251031_013_pol_pro_Sed_lan_2025_12_Colorado2025_details.csv,Sed_lan,,,,,,,
Sed_lan_unmapped_8,2586,20251031_009_pol_pro_Sed_lan_2025_8_Colorado2025_details.csv,Sed_lan,,,,,,,
