Sample_ID,CZI_File,Species,Area_um2,Centroid_X,Centroid_Y,Width_px,Height_px,Perimeter_px,Confidence,Tile
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,83.11,12393.0,594.0,13,11,40.49,0.825,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x011776_y000000
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,83.11,12393.0,594.0,13,11,40.49,0.759,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x012288_y000000
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,308.21,12989.0,483.0,21,24,77.21,0.823,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x012800_y000000
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,68.88,975.0,753.0,11,11,37.07,0.799,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x000512_y000512
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,259.72,9111.0,519.0,28,16,76.38,0.645,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x008704_y000512
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,84.27,12393.0,594.0,13,11,41.07,0.839,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x011776_y000512
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,784.56,12263.0,699.0,47,31,130.33,0.565,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x011776_y000512
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,725.69,13727.0,710.0,35,34,115.25,0.96,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x013312_y000512
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,714.53,14942.0,1132.0,36,33,114.67,0.958,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x014336_y000512
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,743.77,15080.0,839.0,35,35,116.67,0.959,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x014848_y000512
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,716.07,14942.0,1132.0,37,33,115.5,0.958,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x014848_y000512
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,300.51,15363.0,672.0,22,22,74.04,0.938,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x014848_y000512
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,320.13,15018.0,1000.0,23,23,76.28,0.896,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x014848_y000512
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,529.84,15651.0,690.0,30,30,100.18,0.94,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x015360_y000512
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,181.61,15366.0,672.0,14,22,62.14,0.924,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x015360_y000512
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,122.74,1081.0,1511.0,13,15,49.07,0.664,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x000512_y001024
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,108.12,779.0,1297.0,13,14,45.9,0.663,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x000512_y001024
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,128.9,1142.0,1230.0,14,16,49.56,0.663,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x001024_y001024
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,157.76,1202.0,1186.0,17,15,55.31,0.638,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x001024_y001024
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,410.94,9017.0,1655.0,36,18,95.8,0.919,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x008704_y001024
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,742.23,12468.0,1386.0,34,36,117.84,0.963,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x012288_y001024
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,731.08,13071.0,1432.0,35,35,116.08,0.963,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x012800_y001024
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,767.24,13385.0,1227.0,34,37,118.08,0.959,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x012800_y001024
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,672.2,13747.0,1412.0,32,34,111.01,0.964,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x013312_y001024
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,712.22,13571.0,1479.0,34,34,113.84,0.962,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x013312_y001024
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,770.32,13385.0,1227.0,34,37,118.08,0.957,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x013312_y001024
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,769.55,14336.0,1446.0,35,37,120.08,0.964,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x013824_y001024
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,711.45,14942.0,1131.0,36,33,114.67,0.959,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x014336_y001024
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,374.0,14344.0,1445.0,18,37,96.63,0.954,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x014336_y001024
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,712.99,14942.0,1131.0,37,33,115.5,0.959,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x014848_y001024
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,769.17,15495.0,1423.0,36,35,118.67,0.963,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x015360_y001024
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,728.77,16431.0,1338.0,37,33,116.08,0.966,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x015872_y001024
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,694.14,16128.0,1320.0,34,35,112.91,0.96,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x015872_y001024
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,814.57,16722.0,1405.0,39,35,123.5,0.961,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x016384_y001024
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,679.9,16968.0,1600.0,37,30,113.01,0.96,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x016384_y001024
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,728.0,16431.0,1338.0,37,33,116.08,0.96,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x016384_y001024
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,686.06,16968.0,1600.0,37,30,111.84,0.958,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x016896_y001024
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,198.54,921.0,1885.0,20,17,61.8,0.871,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x000512_y001536
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,86.19,1057.0,1979.0,13,12,41.31,0.835,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x000512_y001536
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,90.04,1057.0,1979.0,14,12,42.14,0.885,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x001024_y001536
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,791.1,9189.0,2098.0,36,36,120.08,0.963,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x008704_y001536
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,772.63,9017.0,1662.0,36,36,120.08,0.958,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x008704_y001536
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,764.94,10950.0,1899.0,35,37,120.08,0.966,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x010752_y001536
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,791.49,11009.0,1868.0,36,36,120.67,0.965,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x010752_y001536
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,651.04,11378.0,2051.0,28,37,113.11,0.949,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x010752_y001536
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,670.28,11614.0,1844.0,34,32,110.43,0.965,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x011264_y001536
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,743.77,11651.0,2025.0,35,35,116.67,0.962,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x011264_y001536
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,827.27,11382.0,2051.0,38,37,123.74,0.961,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x011264_y001536
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,747.24,11747.0,2148.0,35,35,117.25,0.959,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x011264_y001536
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,826.89,12172.0,1754.0,36,37,122.67,0.963,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x011776_y001536
Unknown_Sample,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025.czi,Ran_ado,734.15,12033.0,2101.0,36,34,117.25,0.961,20251031_086_pol_pro_Ran_ado_2025_24_Colorado2025_x011776_y001536
