Sample_ID,CZI_File,Species,Area_um2,Centroid_X,Centroid_Y,Width_px,Height_px,Perimeter_px,Confidence,Tile
Unknown_Sample,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025.czi,Sed_lan,223.56,3092.0,1221.0,21,18,64.04,0.917,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025_x002560_y001024
Unknown_Sample,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025.czi,Sed_lan,225.09,3092.0,1221.0,21,18,65.21,0.917,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025_x003072_y001024
Unknown_Sample,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025.czi,Sed_lan,182.0,6557.0,2589.0,17,19,59.21,0.931,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025_x006144_y002048
Unknown_Sample,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025.czi,Sed_lan,195.08,6529.0,2574.0,20,17,61.21,0.928,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025_x006144_y002048
Unknown_Sample,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025.czi,Sed_lan,163.15,6559.0,2557.0,17,17,55.8,0.916,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025_x006144_y002048
Unknown_Sample,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025.czi,Sed_lan,186.62,6560.0,2647.0,16,19,60.73,0.91,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025_x006144_y002048
Unknown_Sample,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025.czi,Sed_lan,191.23,6598.0,2579.0,18,18,61.56,0.909,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025_x006144_y002048
Unknown_Sample,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025.czi,Sed_lan,204.32,6552.0,2628.0,15,22,63.56,0.9,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025_x006144_y002048
Unknown_Sample,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025.czi,Sed_lan,165.45,6645.0,2633.0,16,19,56.63,0.895,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025_x006144_y002048
Unknown_Sample,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025.czi,Sed_lan,164.3,6573.0,2565.0,16,19,57.21,0.88,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025_x006144_y002048
Unknown_Sample,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025.czi,Sed_lan,153.53,6595.0,2599.0,15,17,53.56,0.879,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025_x006144_y002048
Unknown_Sample,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025.czi,Sed_lan,155.45,6574.0,2658.0,17,15,59.31,0.878,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025_x006144_y002048
Unknown_Sample,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025.czi,Sed_lan,139.67,6576.0,2606.0,14,17,53.9,0.877,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025_x006144_y002048
Unknown_Sample,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025.czi,Sed_lan,140.83,6659.0,2668.0,15,16,50.97,0.871,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025_x006144_y002048
Unknown_Sample,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025.czi,Sed_lan,173.53,6655.0,2646.0,16,20,66.04,0.864,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025_x006144_y002048
Unknown_Sample,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025.czi,Sed_lan,140.06,6575.0,2637.0,13,18,55.31,0.861,20251031_006_pol_pro_Sed_lan_2025_5_Colorado2025_x006144_y002048
