Sample_ID,CZI_File,Species,Area_um2,Centroid_X,Centroid_Y,Width_px,Height_px,Perimeter_px,Confidence,Tile
Unknown_Sample,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025.czi,Sed_lan,233.94,469.0,493.0,19,21,66.63,0.925,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025_x000000_y000000
Unknown_Sample,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025.czi,Sed_lan,190.46,420.0,625.0,18,17,60.73,0.887,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025_x000000_y000000
Unknown_Sample,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025.czi,Sed_lan,227.79,428.0,394.0,21,19,66.63,0.887,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025_x000000_y000000
Unknown_Sample,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025.czi,Sed_lan,165.45,494.0,265.0,17,16,56.14,0.88,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025_x000000_y000000
Unknown_Sample,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025.czi,Sed_lan,202.39,443.0,620.0,19,20,64.63,0.816,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025_x000000_y000000
Unknown_Sample,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025.czi,Sed_lan,82.34,439.0,615.0,11,14,48.49,0.694,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025_x000000_y000000
Unknown_Sample,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025.czi,Sed_lan,131.21,440.0,617.0,13,18,53.9,0.517,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025_x000000_y000000
Unknown_Sample,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025.czi,Sed_lan,203.16,900.0,601.0,18,18,60.97,0.938,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025_x000512_y000000
Unknown_Sample,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025.czi,Sed_lan,274.35,749.0,386.0,23,21,72.87,0.931,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025_x000512_y000000
Unknown_Sample,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025.czi,Sed_lan,248.18,793.0,231.0,19,21,67.21,0.93,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025_x000512_y000000
Unknown_Sample,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025.czi,Sed_lan,182.38,678.0,427.0,18,17,60.14,0.929,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025_x000512_y000000
Unknown_Sample,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025.czi,Sed_lan,158.91,1003.0,370.0,16,16,54.73,0.927,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025_x000512_y000000
Unknown_Sample,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025.czi,Sed_lan,194.7,848.0,430.0,19,17,60.97,0.92,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025_x000512_y000000
Unknown_Sample,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025.czi,Sed_lan,249.72,1075.0,249.0,19,21,69.56,0.911,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025_x000512_y000000
Unknown_Sample,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025.czi,Sed_lan,278.19,1619.0,489.0,21,23,71.7,0.941,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025_x001024_y000000
Unknown_Sample,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025.czi,Sed_lan,258.19,1076.0,249.0,20,21,70.38,0.909,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025_x001024_y000000
Unknown_Sample,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025.czi,Sed_lan,252.8,1215.0,530.0,21,21,70.04,0.907,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025_x001024_y000000
Unknown_Sample,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025.czi,Sed_lan,250.49,1234.0,520.0,23,20,68.53,0.896,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025_x001024_y000000
Unknown_Sample,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025.czi,Sed_lan,170.46,1334.0,14.0,16,17,56.73,0.848,20251031_005_pol_pro_Sed_lan_2025_4_Colorado2025_x001024_y000000
