Sample_ID,CZI_File,Species,Area_um2,Centroid_X,Centroid_Y,Width_px,Height_px,Perimeter_px,Confidence,Tile
Unknown_Sample,20251031_020_pol_pro_Sed_lan_2025_19_Colorado2025.czi,Sed_lan,226.63,6980.0,428.0,20,19,65.21,0.909,20251031_020_pol_pro_Sed_lan_2025_19_Colorado2025_x006656_y000000
Unknown_Sample,20251031_020_pol_pro_Sed_lan_2025_19_Colorado2025.czi,Sed_lan,180.46,10369.0,474.0,19,16,59.56,0.935,20251031_020_pol_pro_Sed_lan_2025_19_Colorado2025_x010240_y000000
Unknown_Sample,20251031_020_pol_pro_Sed_lan_2025_19_Colorado2025.czi,Sed_lan,157.37,10479.0,560.0,16,17,55.56,0.924,20251031_020_pol_pro_Sed_lan_2025_19_Colorado2025_x010240_y000000
Unknown_Sample,20251031_020_pol_pro_Sed_lan_2025_19_Colorado2025.czi,Sed_lan,156.22,10479.0,560.0,16,16,54.14,0.923,20251031_020_pol_pro_Sed_lan_2025_19_Colorado2025_x010240_y000512
Unknown_Sample,20251031_020_pol_pro_Sed_lan_2025_19_Colorado2025.czi,Sed_lan,608.72,11388.0,1550.0,41,26,115.94,0.599,20251031_020_pol_pro_Sed_lan_2025_19_Colorado2025_x011264_y001536
Unknown_Sample,20251031_020_pol_pro_Sed_lan_2025_19_Colorado2025.czi,Sed_lan,213.55,5892.0,4416.0,19,19,63.21,0.94,20251031_020_pol_pro_Sed_lan_2025_19_Colorado2025_x005632_y004096
Unknown_Sample,20251031_020_pol_pro_Sed_lan_2025_19_Colorado2025.czi,Sed_lan,1060.83,7852.0,5619.0,42,42,138.81,0.964,20251031_020_pol_pro_Sed_lan_2025_19_Colorado2025_x007680_y005120
Unknown_Sample,20251031_020_pol_pro_Sed_lan_2025_19_Colorado2025.czi,Sed_lan,170.84,11322.0,5375.0,17,16,57.31,0.931,20251031_020_pol_pro_Sed_lan_2025_19_Colorado2025_x010752_y005120
Unknown_Sample,20251031_020_pol_pro_Sed_lan_2025_19_Colorado2025.czi,Sed_lan,172.76,11322.0,5375.0,17,17,58.73,0.926,20251031_020_pol_pro_Sed_lan_2025_19_Colorado2025_x011264_y005120
Unknown_Sample,20251031_020_pol_pro_Sed_lan_2025_19_Colorado2025.czi,Sed_lan,160.84,13786.0,5416.0,16,18,55.8,0.941,20251031_020_pol_pro_Sed_lan_2025_19_Colorado2025_x013312_y005120
