Sample_ID,CZI_File,Species,Area_um2,Centroid_X,Centroid_Y,Width_px,Height_px,Perimeter_px,Confidence,Tile
Unknown_Sample,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox.czi,Cal_chi,139.67,15721.0,2894.0,14,16,51.9,0.544,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox_x015360_y002560
Unknown_Sample,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox.czi,Cal_chi,128.13,8288.0,13829.0,17,13,53.07,0.523,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox_x007680_y013824
Unknown_Sample,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox.czi,Cal_chi,165.84,17962.0,14137.0,17,16,56.73,0.666,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox_x017408_y013824
Unknown_Sample,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox.czi,Cal_chi,166.61,2059.0,15851.0,16,16,57.07,0.738,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox_x001536_y015360
Unknown_Sample,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox.czi,Cal_chi,316.29,2184.0,15820.0,23,22,75.46,0.945,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox_x002048_y015360
Unknown_Sample,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox.czi,Cal_chi,169.3,2059.0,15851.0,17,17,59.31,0.548,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox_x002048_y015360
Unknown_Sample,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox.czi,Cal_chi,1243.6,1240.0,16973.0,44,49,156.23,0.897,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox_x001024_y016384
Unknown_Sample,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox.czi,Cal_chi,1256.3,1240.0,16973.0,44,50,155.3,0.898,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox_x001024_y016896
Unknown_Sample,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox.czi,Cal_chi,130.82,1810.0,18017.0,15,15,50.14,0.82,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox_x001536_y017408
Unknown_Sample,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox.czi,Cal_chi,168.53,1619.0,18169.0,16,17,56.14,0.857,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox_x001024_y017920
Unknown_Sample,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox.czi,Cal_chi,138.52,1810.0,18017.0,15,15,51.31,0.773,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox_x001536_y017920
Unknown_Sample,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox.czi,Cal_chi,169.3,1619.0,18169.0,16,17,56.14,0.657,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox_x001536_y017920
Unknown_Sample,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox.czi,Cal_chi,259.72,2492.0,18086.0,21,21,70.04,0.913,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox_x002048_y017920
Unknown_Sample,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox.czi,Cal_chi,223.94,2473.0,18061.0,19,19,63.8,0.795,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox_x002048_y017920
Unknown_Sample,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox.czi,Cal_chi,163.91,3155.0,18211.0,16,16,56.49,0.946,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox_x002560_y017920
Unknown_Sample,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox.czi,Cal_chi,103.12,2973.0,18218.0,14,13,45.31,0.929,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox_x002560_y017920
Unknown_Sample,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox.czi,Cal_chi,163.91,3155.0,18211.0,16,16,56.49,0.936,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox_x003072_y017920
Unknown_Sample,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox.czi,Cal_chi,179.31,9615.0,18178.0,16,18,58.14,0.738,20260224_062_Cal_Chi_11_7_4_Colorado2025-greenBox_x009216_y017920
