File,Stigma_Species,Blur_Score,Status,Total_Grains,Conspecific,Heterospecific
20260707_164_Dep_Ran_Ado_18_7_135c_Colorado2025-1.czi,Ran_ado,30.62,BLURRY,0,0,0
