File,Stigma_Species,Blur_Score,Status,Total_Grains,Conspecific,Heterospecific
20260707_122_Dep_Ran_Ado_18_7_134c_Colorado2025-1.czi,Ran_ado,24.94,BLURRY,0,0,0
