File,Stigma_Species,Blur_Score,Status,Total_Grains,Conspecific,Heterospecific
20260707_125_Dep_Ran_Ado_18_7_135c_Colorado2025_FM.czi,Ran_ado,0.51,BLURRY,0,0,0
