File,Stigma_Species,Blur_Score,Status,Total_Grains,Conspecific,Heterospecific
20260707_156_Dep_Ran_Ado_22_7_155a_Colorado2025-1.czi,Ran_ado,23.14,BLURRY,0,0,0
