File,Stigma_Species,Blur_Score,Status,Total_Grains,Conspecific,Heterospecific
20260707_093_Dep_Ran_Ado_14_7_115a_Colorado2025-1.czi,Ran_ado,24.75,BLURRY,0,0,0
