File,Stigma_Species,Blur_Score,Status,Total_Grains,Conspecific,Heterospecific
20260707_124_Dep_Ran_Ado_18_7_135b_Colorado2025-1.czi,Ran_ado,24.15,BLURRY,0,0,0
