File,Stigma_Species,Blur_Score,Status,Total_Grains,Conspecific,Heterospecific
20260707_160_Dep_Ran_Ado_22_7_156b_Colorado2025-1.czi,Ran_ado,26.03,BLURRY,0,0,0
