File,Stigma_Species,Blur_Score,Status,Total_Grains,Conspecific,Heterospecific
20260707_138_Dep_Ran_Ado_20_7_145a_Colorado2025-1.czi,Ran_ado,24.68,BLURRY,0,0,0
