File,Stigma_Species,Blur_Score,Status,Total_Grains,Conspecific,Heterospecific
20260707_157_Dep_Ran_Ado_22_7_155b_Colorado2025-1.czi,Ran_ado,24.56,BLURRY,0,0,0
