Sample_ID,CZI_File,Species,Area_um2,Centroid_X,Centroid_Y,Width_px,Height_px,Perimeter_px,Confidence,Tile
Unknown_Sample,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox.czi,Gen_alg,519.45,14233.0,1638.0,27,31,99.11,0.944,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox_x013824_y001024
Unknown_Sample,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox.czi,Gen_alg,462.89,14234.0,1345.0,24,31,93.7,0.865,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox_x013824_y001024
Unknown_Sample,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox.czi,Gen_alg,222.02,14969.0,1649.0,12,30,75.9,0.684,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox_x014336_y001024
Unknown_Sample,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox.czi,Gen_alg,578.32,15952.0,1508.0,31,30,102.18,0.91,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox_x015360_y001024
Unknown_Sample,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox.czi,Gen_alg,569.47,15791.0,1618.0,32,29,102.77,0.712,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox_x015360_y001024
Unknown_Sample,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox.czi,Gen_alg,589.86,15952.0,1508.0,32,30,103.01,0.915,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox_x015872_y001024
Unknown_Sample,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox.czi,Gen_alg,1108.54,10744.0,1925.0,43,42,141.98,0.953,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox_x010240_y001536
Unknown_Sample,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox.czi,Gen_alg,322.83,10758.0,1925.0,15,38,92.04,0.92,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox_x010752_y001536
Unknown_Sample,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox.czi,Gen_alg,353.23,11894.0,1933.0,19,29,84.97,0.861,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox_x011264_y001536
Unknown_Sample,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox.czi,Gen_alg,693.75,12385.0,2020.0,34,33,113.01,0.961,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox_x011776_y001536
Unknown_Sample,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox.czi,Gen_alg,385.55,12148.0,2167.0,34,19,92.63,0.906,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox_x011776_y001536
Unknown_Sample,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox.czi,Gen_alg,643.35,11900.0,1932.0,33,32,108.43,0.896,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox_x011776_y001536
Unknown_Sample,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox.czi,Gen_alg,732.61,12640.0,2105.0,35,34,116.43,0.961,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox_x012288_y001536
Unknown_Sample,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox.czi,Gen_alg,691.83,12385.0,2020.0,34,33,112.43,0.961,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox_x012288_y001536
Unknown_Sample,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox.czi,Gen_alg,809.57,13363.0,1873.0,37,36,119.74,0.956,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox_x012800_y001536
Unknown_Sample,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox.czi,Gen_alg,1212.43,13083.0,1867.0,44,46,150.81,0.911,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox_x012800_y001536
Unknown_Sample,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox.czi,Gen_alg,798.41,13363.0,1873.0,37,36,121.5,0.958,20260226_294_Gen_Alg_14_8_2_Colorado2025-greenBox_x013312_y001536
